,bm
2013-08-01,-0.007067517
2013-08-02,0.006229219
2013-08-05,0.002651541
2013-08-06,-0.014107873
2013-08-07,-0.014312015
2013-08-08,-0.0036299559999999997
2013-08-09,-0.0009119460000000001
2013-08-12,0.0027360320000000002
2013-08-13,0.009999379000000001
2013-08-14,-0.0026992759999999996
2013-08-15,-0.007220596
2013-08-16,0.004544546
2013-08-19,-0.0027139340000000003
2013-08-20,-0.009074889000000001
2013-08-22,-0.008241039
2013-08-23,0.012925398999999999
2013-08-26,0.004559285
2013-08-27,-0.009074889000000001
2013-08-28,0.002748557
2013-08-29,0.013698186999999999
2013-08-30,0.0063054980000000005
2013-09-02,0.008056593
2013-09-03,0.006218154
2013-09-04,-0.0017653179999999999
2013-09-05,0.00618842
2013-09-06,0.001757563
2013-09-09,0.0035089590000000003
2013-09-10,0.002621412
2013-09-11,0.002616762
2013-09-12,0.000868512
2013-09-13,-0.00781861
2013-09-14,0.0
2013-09-16,0.012259846000000001
2013-09-17,-0.0008661910000000001
2013-09-18,-0.0034633890000000003
2013-09-23,0.007820806999999999
2013-09-24,0.000861024
2013-09-25,-0.004305773
2013-09-26,-0.009517164
2013-09-27,0.002621333
2013-09-30,-0.004356732
2013-10-01,0.0
2013-10-02,0.003499752
2013-10-03,0.02092528
2013-10-04,-0.0017080320000000002
2013-10-07,-0.009409169
2013-10-08,0.007771335999999999
2013-10-09,-0.0025697470000000003
2013-10-11,0.00429467
2013-10-14,-0.007698214
2013-10-15,0.008618961
2013-10-16,-0.004272655
2013-10-17,0.005150488
2013-10-18,0.008540161
2013-10-21,-0.000847855
2013-10-22,0.0
2013-10-23,-0.005085018
2013-10-24,0.003489184
2013-10-25,-0.007821219
2013-10-28,0.007006758
2013-10-29,0.004347948
2013-10-30,0.002596619
2013-10-31,0.0
2013-11-01,-0.005181922
2013-11-04,-0.004340404
2013-11-05,-0.009588793
2013-11-06,0.0
2013-11-07,-0.002642223
2013-11-08,-0.003530117
2013-11-11,-0.00265642
2013-11-12,0.003552059
2013-11-13,-0.013274713999999998
2013-11-14,0.00269199
2013-11-15,0.004470185
2013-11-18,0.005343429
2013-11-19,0.006201231
2013-11-20,-0.006163013
2013-11-21,-0.017715303999999998
2013-11-22,0.000902185
2013-11-25,0.013513903999999998
2013-11-26,0.007999789
2013-11-27,0.005291593000000001
2013-11-28,0.006139224
2013-11-29,0.003489184
2013-12-02,-0.001738526
2013-12-03,0.000870777
2013-12-04,-0.000870019
2013-12-05,-0.006093286999999999
2013-12-06,0.000876115
2013-12-09,0.00874916
2013-12-10,0.0026032679999999997
